,gate_0,gate_1,gate_2,gate_3,gate_4,gate_5,gate_6,gate_7,gate_8,gate_9,gate_10,gate_11,gate_12,gate_13,gate_14,gate_15,gate_16,gate_17,gate_18,gate_19,gate_20,gate_21,gate_22,gate_23,gate_24,gate_25,gate_26,gate_27,gate_28,gate_29,gate_30,gate_31,gate_32,gate_33,gate_34,gate_35,gate_36,gate_37,gate_38,gate_39,gate_40,gate_41,gate_42,gate_43,gate_44,gate_45,gate_46,gate_47,gate_48,gate_49,gate_50,gate_51,gate_52,gate_53,gate_54,gate_55,gate_56,gate_57,gate_58,gate_59,gate_60,gate_61,gate_62,gate_63,gate_64,gate_65,gate_66,gate_67,gate_68,gate_69,gate_70,gate_71,gate_72,gate_73,gate_74,gate_75,gate_76,gate_77,gate_78,gate_79,gate_80,gate_81,gate_82,gate_83,gate_84,gate_85,gate_86,gate_87,gate_88,gate_89,gate_90,gate_91,gate_92,gate_93,gate_94,gate_95,gate_96,gate_97,gate_98,gate_99,gate_100,gate_101,gate_102,gate_103,gate_104,gate_105,gate_106,gate_107,gate_108,gate_109,gate_110,gate_111,gate_112,gate_113,gate_114,gate_115,gate_116,gate_117,gate_118,gate_119,gate_120,gate_121,gate_122,gate_123,gate_124,gate_125,gate_126,gate_127,gate_128,gate_129,gate_130,gate_131,gate_132,gate_133,gate_134,gate_135,gate_136,gate_137,gate_138,gate_139,gate_140,gate_141,gate_142,gate_143,gate_144,gate_145,gate_146,gate_147,gate_148,gate_149,gate_150,gate_151,gate_152,gate_153,gate_154,gate_155,gate_156,gate_157,gate_158,gate_159,gate_160,gate_161,gate_162,gate_163,gate_164,gate_165,gate_166,gate_167,gate_168,gate_169,gate_170,gate_171,gate_172,gate_173,gate_174,gate_175,gate_176,gate_177,gate_178,gate_179,gate_180,gate_181,gate_182,gate_183,gate_184,gate_185,gate_186,gate_187,gate_188,gate_189,gate_190,gate_191,gate_192,gate_193,gate_194,gate_195,gate_196,gate_197,gate_198,gate_199,gate_200,gate_201,gate_202,gate_203,gate_204,gate_205,gate_206,gate_207,gate_208,gate_209,gate_210,gate_211,gate_212,gate_213,gate_214,gate_215,gate_216,gate_217,gate_218,gate_219,gate_220,gate_221,gate_222,gate_223,gate_224,gate_225,gate_226,gate_227,gate_228,gate_229,gate_230,gate_231,gate_232,gate_233,gate_234,gate_235,gate_236,gate_237,gate_238,gate_239,gate_240,gate_241,gate_242,gate_243,gate_244,gate_245,gate_246,gate_247,gate_248,gate_249,gate_250,gate_251,gate_252,gate_253,gate_254,gate_255
auto_147,8706,833,8724,895,8724,895,8736,895,8706,4399,8724,4747,8724,895,8741,895,8726,895,8590,895,8736,895,8590,895,8726,5189,8590,895,8369,895,8488,895,8706,833,8724,895,8724,981,8736,895,8706,5886,8724,4747,8724,7568,8741,4747,8726,895,7464,895,8736,895,8788,895,8726,895,7464,895,8808,3131,8058,895,8706,4589,8724,5143,8724,895,8369,895,8706,8399,8724,7877,8724,895,8369,895,8726,5030,8590,895,8739,895,8487,895,8726,7876,8590,835,8369,895,7464,895,8706,5902,8724,895,8724,7573,8806,3131,8706,7989,8724,1136,8724,7739,8832,6305,8726,5030,7464,895,8739,5030,8058,895,8726,1136,7464,895,8828,6479,8559,895,8706,8215,8724,5255,8724,7189,8736,6089,8706,7315,8724,895,8724,6342,8741,895,8726,5254,8590,6684,8736,6090,7211,895,8726,4129,8590,895,8369,895,7464,895,8706,8215,8724,1188,8724,7433,8736,1052,8706,7474,8724,895,8724,5030,8741,895,8726,1188,7464,895,8736,1052,7464,895,8726,895,7464,895,8369,895,7464,895,8706,7309,8724,4128,8724,6342,8369,895,8706,833,8724,895,8724,895,8369,895,8726,895,8590,895,8739,895,7464,895,8726,895,8590,895,8369,895,7464,895,8706,7471,8724,895,8724,4747,8369,895,8706,552,8724,895,8724,895,8369,895,8726,895,7464,895,8739,895,7464,895,8726,895,7464,895,8369,895,7464,895
auto_148,789,792,789,892,459,459,789,788,789,793,789,788,459,459,789,788,789,788,689,788,463,788,689,788,789,788,689,787,459,459,498,788,789,792,789,892,459,788,789,787,789,904,789,788,459,477,789,788,789,788,459,459,463,788,760,788,789,459,459,786,459,894,467,788,789,579,789,635,459,459,459,459,789,477,789,719,459,459,459,459,789,569,689,740,789,569,517,788,789,1012,689,463,459,459,459,788,789,612,789,698,459,463,459,786,789,775,789,773,459,463,459,780,789,569,459,628,789,569,459,788,789,560,459,459,459,560,463,788,789,887,789,821,459,459,789,597,789,463,789,689,459,459,789,611,789,655,689,707,463,646,459,459,789,463,689,463,459,459,463,463,789,887,789,689,459,459,789,459,789,477,789,689,459,463,789,604,789,858,459,459,463,463,459,459,789,459,459,459,459,459,459,459,789,794,789,469,459,459,459,459,789,463,789,461,459,459,459,459,789,892,689,466,789,892,459,459,789,459,689,459,459,459,459,459,789,1036,789,461,459,1839,459,459,789,461,789,461,459,459,459,459,789,892,459,459,789,827,459,459,789,459,459,459,459,459,459,459
auto_149,3815,1106,5758,1202,3240,1056,5904,659,3815,5309,5758,4644,3240,1130,6023,1238,7672,1155,5060,659,7716,659,5018,659,7672,3661,5060,3229,2093,1105,7699,709,3815,1106,5758,1202,3240,1204,5904,1200,3815,5542,5758,4644,3240,7139,6023,4644,7672,1155,1581,1056,7716,1200,7955,659,7672,2765,1581,1467,3758,1488,5015,709,3815,5555,5758,3304,3240,1141,2758,1105,3815,8139,5758,7534,3240,896,2758,1152,7672,5783,5060,3237,7667,1260,7780,709,7672,7711,5060,1401,2093,1163,1581,758,3815,4481,5758,2637,3240,7131,5040,1488,3815,6853,5758,5448,3240,7342,5742,5612,7672,5783,1581,1490,7667,5783,4710,709,7672,5463,1581,1254,5057,5610,5412,758,3815,7722,5758,7784,3240,1599,5904,5528,3815,7278,5758,4892,3240,985,6023,4480,7672,8282,5060,8167,7716,5627,6323,5945,7672,3876,5060,4533,2093,942,6165,4329,3815,7722,5758,4917,3240,6336,5904,4758,3815,4593,5758,4892,3240,4722,6023,4306,7672,5748,1581,1044,7716,4404,1700,587,7672,468,1581,461,2093,461,1581,461,3815,7175,5758,3862,3240,1005,2758,940,3815,907,5758,466,3240,461,2758,461,7672,5713,5060,4503,7667,5445,6151,4293,7672,466,5060,461,2093,461,1581,461,3815,4671,5758,468,3240,4355,2758,461,3815,468,5758,466,3240,461,2758,461,7672,5713,1581,461,7667,5240,1581,461,7672,466,1581,461,2093,461,1581,461
auto_150,5689,2763,5631,2733,459,459,5577,2568,5689,4244,5631,3878,459,459,5618,1457,5632,2722,6335,2568,5578,2568,6350,2568,5632,2857,6335,2456,459,459,1138,2568,5689,2763,5631,2733,459,2651,5577,2491,5689,3848,5631,3878,459,822,5618,3684,5632,2722,459,459,5578,2491,2270,2568,5632,1145,459,2064,459,2562,639,2568,5689,4252,5631,2835,459,459,459,459,5689,4625,5631,2712,459,459,459,459,5632,3883,6335,2484,5621,1451,1147,2568,5632,2693,6335,731,459,459,459,2568,5689,3852,5631,1188,459,815,459,2536,5689,3727,5631,2241,459,757,459,2209,5632,3883,459,2063,5621,3707,638,2568,5632,2237,459,459,459,2214,2145,2568,5689,4856,5631,5339,459,459,5577,1781,5689,3718,5631,2098,459,459,5618,1954,5632,5161,6335,2221,5578,1777,459,459,5632,890,6335,470,459,459,463,463,5689,4856,5631,2070,459,459,5577,463,5689,1780,5631,2098,459,735,5618,1785,5632,2026,459,459,5578,463,459,459,5632,461,459,459,459,459,459,459,5689,3699,5631,882,459,459,459,459,5689,734,5631,461,459,459,459,459,5632,2048,6335,471,5621,1850,463,463,5632,461,6335,459,459,459,459,459,5689,1818,5631,461,459,789,459,459,5689,462,5631,461,459,459,459,459,5632,2048,459,459,5621,1684,459,459,5632,461,459,459,459,459,459,459
auto_151,6255,1155,7910,1202,7804,1056,6942,659,6255,5309,7910,4644,7804,1130,7911,1238,7920,1202,5328,659,6941,659,5297,659,7920,3661,5328,3229,5022,1105,7940,709,6255,1155,7910,1202,7804,1155,6942,1200,6255,5087,7910,4644,7804,7139,7911,4644,7920,1202,1930,1056,6941,1200,8219,659,7920,2587,1930,1467,7121,1488,5310,709,6255,5561,7910,3304,7804,1141,5016,1105,6255,8287,7910,7534,7804,896,5016,1152,7920,5060,5328,3237,7936,1260,8037,709,7920,7537,5328,1401,5022,1163,1930,758,6255,5097,7910,2637,7804,7222,7123,1488,6255,6588,7910,5448,7804,7342,7726,5612,7920,5060,1930,1490,7936,5059,5054,709,7920,5462,1930,1254,7745,5610,5690,758,6255,7134,7910,7784,7804,1703,6942,5528,6255,6831,7910,4892,7804,985,7911,4480,7920,7714,5328,8167,6941,5544,6582,5945,7920,3861,5328,4533,5022,942,6421,4329,6255,7134,7910,4917,7804,6395,6942,4758,6255,4532,7910,4892,7804,4722,7911,4306,7920,4525,1930,1044,6941,4367,2041,587,7920,468,1930,461,5022,461,1930,461,6255,6783,7910,3862,7804,984,5016,940,6255,907,7910,466,7804,461,5016,461,7920,4498,5328,4503,7936,4498,6425,4293,7920,466,5328,461,5022,461,1930,461,6255,4560,7910,468,7804,4761,5016,461,6255,468,7910,466,7804,461,5016,461,7920,4498,1930,461,7936,4312,1930,461,7920,466,1930,461,5022,461,1930,461
auto_152,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_153,3938,2350,4012,5135,3651,895,4013,2386,3938,7574,4012,7243,3651,895,4033,1804,7122,2338,7578,2386,7079,2386,7576,2386,7122,4256,7578,2658,5867,895,7881,2386,3938,2350,4012,5135,3651,2599,4013,2386,3938,7727,4012,7243,3651,7767,4033,7288,7122,2338,7006,895,7079,2370,7049,2386,7122,3080,7006,2208,5816,2390,7668,2386,3938,6956,4012,4582,3651,895,5279,895,3938,8392,4012,8085,3651,895,5279,895,7122,7356,7578,2370,7205,2517,7925,2386,7122,8102,7578,893,5867,895,7006,2386,3938,7275,4012,3063,3651,7824,5224,2685,3938,8467,4012,1370,3651,7845,5716,6968,7122,7356,7006,2356,7205,7286,7976,2386,7122,3822,7006,895,5940,7017,7591,2386,3938,8433,4012,8342,3651,5108,4013,6644,3938,7465,4012,7574,3651,7259,4033,7838,7122,8293,7578,6255,7079,6558,7744,895,7122,2979,7578,956,5867,895,7606,895,3938,8433,4012,7583,3651,7529,4013,5541,3938,7370,4012,7574,3651,5638,4033,5311,7122,6183,7006,1271,7079,5425,7063,1070,7122,925,7006,895,5867,895,7006,895,3938,7498,4012,4560,3651,1391,5279,895,3938,893,4012,552,3651,895,5279,895,7122,6089,7578,907,7205,6413,7749,907,7122,895,7578,895,5867,895,7006,895,3938,7582,4012,637,3651,4977,5279,895,3938,552,4012,552,3651,895,5279,895,7122,6089,7006,895,7205,4639,7006,895,7122,895,7006,895,5867,895,7006,895
auto_154,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_155,4543,945,4557,1081,6311,895,4636,895,4543,4454,4557,4622,6311,895,4654,895,6716,3214,7426,895,6732,895,7380,895,6716,2913,7426,895,6845,895,8357,895,4543,945,4557,1081,6311,1007,4636,895,4543,5463,4557,4622,6311,7903,4654,4669,6716,3214,6062,895,6732,895,6206,895,6716,2751,6062,895,6949,3079,7989,895,4543,7555,4557,5371,6311,895,7938,895,4543,8128,4557,8026,6311,895,7938,895,6716,7368,7426,895,6757,895,8378,895,6716,8062,7426,944,6845,895,6062,895,4543,7538,4557,2992,6311,7704,6589,1216,4543,8346,4557,1301,6311,7452,7402,4436,6716,7368,6062,895,6757,7325,7013,895,6716,1304,6062,895,7422,6912,6809,895,4543,8012,4557,8919,6311,4654,4636,6684,4543,7790,4557,6284,6311,6339,4654,6259,6716,8474,7426,4517,6732,6845,7772,895,6716,2931,7426,895,6845,895,6062,895,4543,8012,4557,6321,6311,7964,4636,4804,4543,7517,4557,6284,6311,4562,4654,4562,6716,6324,6062,1382,6732,4753,6176,1053,6716,925,6062,895,6845,895,6062,895,4543,6762,4557,4156,6311,1391,7938,895,4543,945,4557,895,6311,895,7938,895,6716,6270,7426,895,6757,6235,6062,895,6716,895,7426,895,6845,895,6062,895,4543,7196,4557,956,6311,4936,7938,895,4543,552,4557,895,6311,895,7938,895,6716,6270,6062,895,6757,4527,6062,895,6716,895,6062,895,6845,895,6062,895
auto_156,777,1036,777,880,459,459,777,776,777,977,777,961,459,459,777,776,777,776,2871,776,842,776,2904,776,777,942,2871,775,459,459,862,776,777,1036,777,880,459,776,777,775,777,1569,777,961,459,1182,777,961,777,776,459,459,842,776,1382,776,777,459,459,774,459,935,467,776,777,1159,777,784,459,459,459,459,777,964,777,1475,459,459,459,459,777,1708,2871,940,838,602,1047,776,777,1751,2871,676,459,459,459,776,777,1774,777,1229,459,1043,459,937,777,1515,777,867,459,665,459,919,777,1708,459,676,838,1708,459,776,777,1025,459,459,459,1249,2598,776,777,2705,777,2274,459,459,777,1242,777,942,777,1060,459,459,777,865,777,2391,2871,1207,842,1348,459,459,777,477,2871,517,459,459,574,517,777,2705,777,1060,459,459,777,459,777,683,777,1060,459,537,777,838,777,1426,459,459,842,533,459,459,777,459,459,459,459,459,459,459,777,3170,777,794,459,459,459,459,777,677,777,461,459,459,459,459,777,1498,2871,517,838,1409,459,459,777,459,2871,459,459,459,459,459,777,1621,777,461,459,1480,459,459,777,461,777,461,459,459,459,459,777,1498,459,459,838,1265,459,459,777,459,459,459,459,459,459,459
auto_157,978,949,1174,1101,1160,894,1174,549,978,4744,1174,5005,1160,712,1174,816,1066,840,3726,549,1412,549,3609,549,1066,3178,3726,3063,977,894,6695,549,978,949,1174,1101,1160,1005,1174,1018,978,4929,1174,5005,1160,6841,1174,5010,1066,840,906,894,1412,1017,6368,549,1066,1694,906,1020,2148,1225,3638,549,978,3948,1174,3112,1160,915,1100,907,978,7153,1174,7172,1160,699,1100,730,1066,4846,3726,3082,1038,1127,6721,610,1066,6940,3726,1118,977,913,906,610,978,4918,1174,2685,1160,6317,2470,1296,978,6464,1174,4078,1160,5927,4113,4732,1066,4846,906,1274,1038,4843,3388,610,1066,4086,906,950,3509,4909,4292,610,978,6937,1174,8320,1160,1483,1174,5336,978,6922,1174,5641,1160,951,1174,5086,1066,6831,3726,7125,1412,5048,4700,5031,1066,3275,3726,4481,977,917,5576,4270,978,6937,1174,5677,1160,6194,1174,4770,978,4555,1174,5641,1160,4719,1174,4901,1066,4853,906,1006,1412,4749,1037,577,1066,468,906,461,977,461,906,461,978,6659,1174,3352,1160,876,1100,918,978,832,1174,466,1160,461,1100,461,1066,4835,3726,4546,1038,2964,5589,4364,1066,466,3726,461,977,461,906,461,978,4058,1174,467,1160,4535,1100,461,978,466,1174,466,1160,461,1100,461,1066,4835,906,461,1038,2818,906,461,1066,466,906,461,977,461,906,461
auto_158,5519,1375,5509,2857,459,459,6245,2668,5519,4036,5509,4322,459,459,6245,1468,6271,2827,4678,2668,6206,2668,4627,2668,6271,2946,4678,2626,459,459,1962,2668,5519,1375,5509,2857,459,2218,6245,2658,5519,4171,5509,4322,459,2589,6245,4156,6271,2827,459,459,6206,2658,2255,2668,6271,706,459,2169,459,2761,467,2668,5519,4335,5509,2423,459,459,459,459,5519,4689,5509,2999,459,459,459,459,6271,4284,4678,2540,6236,1464,2501,2668,6271,3039,4678,467,459,459,459,2668,5519,4042,5509,1598,459,1801,459,2744,5519,4009,5509,1632,459,661,459,3359,6271,4284,459,2158,6236,4271,469,2668,6271,2329,459,459,459,3334,5413,2668,5519,5119,5509,5002,459,459,6245,2227,5519,4266,5509,2359,459,459,6245,2300,6271,3454,4678,2151,6206,2606,459,459,6271,935,4678,576,459,459,574,517,5519,5119,5509,2363,459,459,6245,531,5519,2116,5509,2359,459,1827,6245,2071,6271,2431,459,459,6206,533,459,459,6271,461,459,459,459,459,459,459,5519,4191,5509,883,459,459,459,459,5519,467,5509,461,459,459,459,459,6271,2527,4678,576,6236,2449,571,516,6271,461,4678,459,459,459,459,459,5519,2038,5509,461,459,1814,459,459,5519,462,5509,461,459,459,459,459,6271,2527,459,459,6236,2201,459,459,6271,461,459,459,459,459,459,459
auto_159,4360,969,4549,1101,6247,894,4549,549,4360,4743,4549,5005,6247,712,4549,816,6642,1019,4082,549,6692,549,3963,549,6642,3178,4082,3063,4011,894,7024,549,4360,969,4549,1101,6247,1068,4549,1018,4360,4842,4549,5005,6247,6841,4549,5010,6642,1019,1291,894,6692,1017,6732,549,6642,2066,1291,1020,5700,1225,3975,549,4360,5014,4549,3112,6247,915,3550,907,4360,7616,4549,7172,6247,699,3550,730,6642,4927,4082,3082,5819,1127,7050,610,6642,7000,4082,1118,4011,913,1291,610,4360,4756,4549,2685,6247,6625,4930,1296,4360,6771,4549,4078,6247,5927,6570,4732,6642,4927,1291,1274,5819,4926,3731,610,6642,4086,1291,950,6479,4909,4639,610,4360,6959,4549,8320,6247,1604,4549,5336,4360,7014,4549,5641,6247,951,4549,5086,6642,7103,4082,7125,6692,5214,5095,5031,6642,3274,4082,4481,4011,917,5930,4270,4360,6959,4549,5677,6247,6201,4549,4770,4360,4603,4549,5641,6247,4719,4549,4901,6642,4932,1291,1006,6692,4760,1415,577,6642,468,1291,461,4011,461,1291,461,4360,6718,4549,3352,6247,877,3550,918,4360,832,4549,466,6247,461,3550,461,6642,4903,4082,4546,5819,4502,5966,4364,6642,466,4082,461,4011,461,1291,461,4360,4178,4549,467,6247,4567,3550,461,4360,466,4549,466,6247,461,3550,461,6642,4903,1291,461,5819,4322,1291,461,6642,466,1291,461,4011,461,1291,461
auto_160,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_161,7969,895,7037,552,7251,895,7113,4884,7969,7139,7037,3948,7251,895,7064,4033,7040,552,8553,4884,7110,4884,8568,4884,7040,5812,8553,2760,8433,895,8143,4884,7969,895,7037,552,7251,895,7113,3023,7969,3147,7037,3948,7251,7241,7064,5513,7040,552,8905,895,7110,3023,7595,4884,7040,552,8905,2706,7616,944,8898,4884,7969,7328,7037,5824,7251,895,8437,895,7969,8228,7037,7543,7251,895,8437,895,7040,4203,8553,2765,7060,4017,8221,4884,7040,7585,8553,895,8433,895,8905,4884,7969,3115,7037,552,7251,7268,7613,941,7969,5938,7037,1022,7251,8024,7662,6183,7040,4203,8905,2709,7060,5714,8912,4884,7040,1023,8905,895,7646,6369,8020,4884,7969,8125,7037,5507,7251,7189,7113,5446,7969,7119,7037,552,7251,6342,7064,786,7040,5729,8553,6071,7110,5506,8676,895,7040,4389,8553,981,8433,895,4182,919,7969,8125,7037,562,7251,6770,7113,926,7969,6951,7037,552,7251,4386,7064,769,7040,562,8905,895,7110,924,8846,895,7040,552,8905,895,8433,895,8905,895,7969,7156,7037,4384,7251,6342,8437,895,7969,895,7037,552,7251,895,8437,895,7040,552,8553,981,7060,786,4186,919,7040,552,8553,895,8433,895,8905,895,7969,6972,7037,552,7251,4022,8437,895,7969,895,7037,552,7251,895,8437,895,7040,552,8905,895,7060,769,8905,895,7040,552,8905,895,8433,895,8905,895
auto_162,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461,461
auto_163,8376,895,8394,2942,8963,895,8394,2976,8376,6850,8394,5381,8963,895,8394,2977,8352,552,7607,2976,8919,2976,7565,2976,8352,5083,7607,2942,8978,895,8968,2976,8376,895,8394,2942,8963,895,8394,2942,8376,3147,8394,5381,8963,7620,8394,5381,8352,552,8091,895,8919,2976,7313,2976,8352,552,8091,2906,9122,944,8537,2976,8376,6955,8394,2576,8963,895,8070,895,8376,8690,8394,8028,8963,895,8070,895,8352,5060,7607,2217,8919,1555,8863,2976,8352,7923,7607,895,8978,895,8091,2976,8376,7965,8394,1219,8963,7622,8077,2839,8376,8284,8394,3356,8963,8147,8891,5406,8352,5060,8091,2178,8919,5641,8603,2976,8352,945,8091,895,8869,6283,7895,2976,8376,7537,8394,6778,8963,7189,8394,5998,8376,7858,8394,992,8963,6342,8394,944,8352,5310,7607,5825,8919,6212,7688,895,8352,4417,7607,919,8978,895,4005,919,8376,7537,8394,1268,8963,7224,8394,931,8376,7630,8394,992,8963,5254,8394,931,8352,562,8091,895,8919,924,8124,895,8352,552,8091,895,8978,895,8091,895,8376,7669,8394,4027,8963,6342,8070,895,8376,895,8394,895,8963,895,8070,895,8352,552,7607,968,8919,895,8104,895,8352,552,7607,895,8978,895,8091,895,8376,7856,8394,895,8963,4563,8070,895,8376,895,8394,895,8963,895,8070,895,8352,552,8091,895,8919,895,8091,895,8352,552,8091,895,8978,895,8091,895
auto_164,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459,459
auto_165,3950,1155,5725,1155,5960,1056,5964,659,3950,5065,5725,4607,5960,1130,5745,1238,5726,1155,4945,659,5963,659,4902,659,5726,3661,4945,3229,3798,1105,7616,709,3950,1155,5725,1155,5960,1252,5964,1200,3950,5190,5725,4607,5960,6899,5745,4599,5726,1155,1516,1056,5963,1200,7828,659,5726,2765,1516,1467,5656,1488,4918,709,3950,5552,5725,3304,5960,1141,3786,1105,3950,7620,5725,7578,5960,896,3786,1152,5726,5783,4945,3237,5742,1260,7709,709,5726,7711,4945,1401,3798,1163,1516,758,3950,5104,5725,2621,5960,7131,5643,1488,3950,6019,5725,5448,5960,7342,6717,5612,5726,5783,1516,1490,5742,5783,4647,709,5726,5463,1516,1254,6720,5610,5334,758,3950,6923,5725,7746,5960,1450,5964,5478,3950,6711,5725,4880,5960,913,5745,4468,5726,8282,4945,8167,5963,5627,6204,5945,5726,3876,4945,4533,3798,942,6092,4329,3950,6923,5725,4907,5960,5360,5964,4759,3950,4100,5725,4880,5960,3750,5745,4294,5726,5748,1516,1044,5963,4404,1634,587,5726,468,1516,461,3798,461,1516,461,3950,6921,5725,3871,5960,1005,3786,940,3950,907,5725,466,5960,461,3786,461,5726,5713,4945,4503,5742,5445,6086,4293,5726,466,4945,461,3798,461,1516,461,3950,4440,5725,468,5960,4355,3786,461,3950,468,5725,466,5960,461,3786,461,5726,5713,1516,461,5742,5240,1516,461,5726,466,1516,461,3798,461,1516,461
auto_166,735,737,735,734,459,459,463,734,735,555,735,548,459,459,735,548,735,823,740,734,735,734,777,734,735,603,740,693,459,459,507,734,735,737,735,734,459,734,463,734,735,584,735,548,459,463,735,548,735,823,459,459,735,734,703,734,735,653,459,597,459,732,459,734,735,738,735,734,459,459,459,459,735,474,735,905,459,459,459,459,735,734,740,734,735,734,492,734,735,725,740,463,459,459,459,734,735,823,735,459,459,474,459,817,735,499,735,540,459,463,459,540,735,734,459,732,735,734,466,734,735,721,459,459,459,728,463,734,735,862,735,618,459,459,463,608,735,739,735,823,459,459,735,823,735,763,740,663,735,639,459,459,735,467,740,466,459,459,459,459,735,862,735,794,459,459,463,463,735,947,735,823,459,1700,735,762,735,646,459,459,735,459,459,459,735,461,459,459,459,459,459,459,735,463,735,463,459,459,459,459,735,463,735,459,459,459,459,459,735,646,740,463,735,579,463,463,735,461,740,459,459,459,459,459,735,474,735,459,459,463,459,459,735,461,735,459,459,459,459,459,735,646,459,459,735,573,459,459,735,461,459,459,459,459,459,459
